2025-02-09 01:15:00,334 - INFO - Attempting database connection...
2025-02-09 01:15:00,334 - INFO - Database configuration:
2025-02-09 01:15:00,334 - INFO -   Database Name: fil_dict_db
2025-02-09 01:15:00,335 - INFO -   User: postgres
2025-02-09 01:15:00,335 - INFO -   Host: localhost
2025-02-09 01:15:00,335 - INFO -   Password: ********
2025-02-09 01:15:00,367 - INFO - Successfully established database connection
2025-02-09 01:15:00,367 - INFO - Setting up PostgreSQL extensions...
2025-02-09 01:15:00,368 - INFO - Checking extension: pg_trgm
2025-02-09 01:15:00,375 - INFO - Extension already installed: pg_trgm
2025-02-09 01:15:00,375 - INFO - Checking extension: unaccent
2025-02-09 01:15:00,376 - INFO - Extension already installed: unaccent
2025-02-09 01:15:00,376 - INFO - Checking extension: fuzzystrmatch
2025-02-09 01:15:00,376 - INFO - Extension already installed: fuzzystrmatch
2025-02-09 01:15:00,376 - INFO - Extensions setup completed
2025-02-09 01:15:00,376 - INFO - Starting table creation/update process.
2025-02-09 01:15:00,391 - INFO - Tables created or updated successfully.
2025-02-09 01:15:00,394 - INFO - Processing Tagalog words from: data/tagalog-words.json
2025-02-09 01:16:15,301 - INFO - Processing root words from: data/root_words_with_associated_words_cleaned.json
2025-02-09 01:16:46,961 - INFO - Processing KWF dictionary from: data/kwf_dictionary.json
2025-02-09 01:18:06,361 - INFO - Starting to process Kaikki file: data/kaikki.jsonl
2025-02-09 01:18:18,093 - WARNING - Invalid Baybayin data for word 'iri', clearing baybayin fields.
2025-02-09 01:18:18,103 - WARNING - Invalid Baybayin data for word 'iri', clearing baybayin fields.
2025-02-09 01:18:18,107 - WARNING - Invalid Baybayin data for word 'iri', clearing baybayin fields.
2025-02-09 01:18:18,112 - WARNING - Invalid Baybayin data for word 'iri', clearing baybayin fields.
2025-02-09 01:18:18,118 - WARNING - Invalid Baybayin data for word 'setenta', clearing baybayin fields.
2025-02-09 01:18:18,121 - WARNING - Invalid Baybayin data for word 'setenta', clearing baybayin fields.
2025-02-09 01:18:18,125 - WARNING - Invalid Baybayin data for word 'koro', clearing baybayin fields.
2025-02-09 01:18:18,134 - WARNING - Invalid Baybayin data for word 'lugar', clearing baybayin fields.
2025-02-09 01:18:18,150 - WARNING - Invalid Baybayin data for word 'Ethel', clearing baybayin fields.
2025-02-09 01:18:18,152 - WARNING - Invalid Baybayin data for word 'botones', clearing baybayin fields.
2025-02-09 01:18:18,153 - WARNING - Invalid Baybayin data for word 'pako', clearing baybayin fields.
2025-02-09 01:18:18,166 - WARNING - Invalid Baybayin data for word 'pako', clearing baybayin fields.
2025-02-09 01:18:18,201 - WARNING - Invalid Baybayin data for word 'gera', clearing baybayin fields.
2025-02-09 01:18:18,203 - WARNING - Invalid Baybayin data for word 'ey', clearing baybayin fields.
2025-02-09 01:18:18,205 - WARNING - Invalid Baybayin data for word 'kosta', clearing baybayin fields.
2025-02-09 01:18:18,214 - WARNING - Invalid Baybayin data for word 'helikopter', clearing baybayin fields.
2025-02-09 01:18:18,217 - WARNING - Invalid Baybayin data for word 'Dorothy', clearing baybayin fields.
2025-02-09 01:18:18,219 - WARNING - Invalid Baybayin data for word 'tribunal', clearing baybayin fields.
2025-02-09 01:18:18,222 - WARNING - Invalid Baybayin data for word 'Lucy', clearing baybayin fields.
2025-02-09 01:18:18,228 - WARNING - Invalid Baybayin data for word 'reyna', clearing baybayin fields.
2025-02-09 01:18:18,253 - WARNING - Invalid Baybayin data for word 'balkon', clearing baybayin fields.
2025-02-09 01:18:18,259 - WARNING - Invalid Baybayin data for word 'bara', clearing baybayin fields.
2025-02-09 01:18:18,261 - WARNING - Invalid Baybayin data for word 'bara', clearing baybayin fields.
2025-02-09 01:18:18,266 - WARNING - Invalid Baybayin data for word 'bara', clearing baybayin fields.
2025-02-09 01:18:18,274 - WARNING - Invalid Baybayin data for word 'kultura', clearing baybayin fields.
2025-02-09 01:18:18,287 - WARNING - Invalid Baybayin data for word 'Palestina', clearing baybayin fields.
2025-02-09 01:18:18,289 - WARNING - Invalid Baybayin data for word 'Palestina', clearing baybayin fields.
2025-02-09 01:18:18,294 - WARNING - Invalid Baybayin data for word 'haro', clearing baybayin fields.
2025-02-09 01:18:18,295 - WARNING - Invalid Baybayin data for word 'haro', clearing baybayin fields.
2025-02-09 01:18:18,297 - WARNING - Invalid Baybayin data for word 'ramen', clearing baybayin fields.
2025-02-09 01:18:18,299 - WARNING - Invalid Baybayin data for word 'lito', clearing baybayin fields.
2025-02-09 01:18:18,311 - WARNING - Invalid Baybayin data for word 'lito', clearing baybayin fields.
2025-02-09 01:18:18,328 - WARNING - Invalid Baybayin data for word 'goto', clearing baybayin fields.
2025-02-09 01:18:18,342 - WARNING - Invalid Baybayin data for word 'pares', clearing baybayin fields.
2025-02-09 01:18:18,345 - WARNING - Invalid Baybayin data for word 'pares', clearing baybayin fields.
2025-02-09 01:18:18,364 - WARNING - Invalid Baybayin data for word 'konsenti', clearing baybayin fields.
2025-02-09 01:18:18,372 - WARNING - Invalid Baybayin data for word 'puto bumbong', clearing baybayin fields.
2025-02-09 01:18:18,374 - WARNING - Invalid Baybayin data for word 'galapong', clearing baybayin fields.
2025-02-09 01:18:18,380 - WARNING - Invalid Baybayin data for word 'Madagaskar', clearing baybayin fields.
2025-02-09 01:18:18,382 - WARNING - Invalid Baybayin data for word 'tela', clearing baybayin fields.
2025-02-09 01:18:18,389 - WARNING - Invalid Baybayin data for word 'halo-halo', clearing baybayin fields.
2025-02-09 01:18:18,400 - WARNING - Invalid Baybayin data for word 'halo-halo', clearing baybayin fields.
2025-02-09 01:18:18,406 - WARNING - Invalid Baybayin data for word 'ligo', clearing baybayin fields.
2025-02-09 01:18:18,412 - WARNING - Invalid Baybayin data for word 'ligo', clearing baybayin fields.
2025-02-09 01:18:18,417 - WARNING - Invalid Baybayin data for word 'ligo', clearing baybayin fields.
2025-02-09 01:18:18,420 - WARNING - Invalid Baybayin data for word 'pano', clearing baybayin fields.
2025-02-09 01:18:18,424 - WARNING - Invalid Baybayin data for word 'Nando', clearing baybayin fields.
2025-02-09 01:18:18,440 - WARNING - Invalid Baybayin data for word 'puri', clearing baybayin fields.
2025-02-09 01:18:18,443 - WARNING - Invalid Baybayin data for word 'Isabel', clearing baybayin fields.
2025-02-09 01:18:18,445 - WARNING - Invalid Baybayin data for word 'a', clearing baybayin fields.
2025-02-09 01:18:18,556 - WARNING - Invalid Baybayin data for word 'Fernando', clearing baybayin fields.
2025-02-09 01:18:18,563 - WARNING - Invalid Baybayin data for word 'amoy', clearing baybayin fields.
2025-02-09 01:18:18,596 - WARNING - Invalid Baybayin data for word 'BI', clearing baybayin fields.
2025-02-09 01:18:18,600 - WARNING - Invalid Baybayin data for word 'watashi', clearing baybayin fields.
2025-02-09 01:18:18,603 - WARNING - Invalid Baybayin data for word 'demanda', clearing baybayin fields.
2025-02-09 01:18:18,628 - WARNING - Invalid Baybayin data for word 'rotunda', clearing baybayin fields.
2025-02-09 01:18:18,636 - WARNING - Invalid Baybayin data for word 'semestre', clearing baybayin fields.
2025-02-09 01:18:18,653 - WARNING - Invalid Baybayin data for word 'oportunidad', clearing baybayin fields.
2025-02-09 01:18:18,656 - WARNING - Invalid Baybayin data for word 'identidad', clearing baybayin fields.
2025-02-09 01:18:18,660 - WARNING - Invalid Baybayin data for word 'detenido', clearing baybayin fields.
2025-02-09 01:18:18,668 - WARNING - Invalid Baybayin data for word 'seguridad', clearing baybayin fields.
2025-02-09 01:18:18,679 - WARNING - Invalid Baybayin data for word 'bombero', clearing baybayin fields.
2025-02-09 01:18:18,695 - WARNING - Invalid Baybayin data for word 'edad', clearing baybayin fields.
2025-02-09 01:18:18,699 - WARNING - Invalid Baybayin data for word 'despedida', clearing baybayin fields.
2025-02-09 01:18:18,702 - WARNING - Invalid Baybayin data for word 'tratado', clearing baybayin fields.
2025-02-09 01:18:18,718 - WARNING - Invalid Baybayin data for word 'kometa', clearing baybayin fields.
2025-02-09 01:18:18,722 - WARNING - Invalid Baybayin data for word 'pasado', clearing baybayin fields.
2025-02-09 01:18:18,725 - WARNING - Invalid Baybayin data for word 'parola', clearing baybayin fields.
2025-02-09 01:18:18,729 - WARNING - Invalid Baybayin data for word 'maleta', clearing baybayin fields.
2025-02-09 01:18:18,732 - WARNING - Invalid Baybayin data for word 'representante', clearing baybayin fields.
2025-02-09 01:18:18,740 - WARNING - Invalid Baybayin data for word 'obispo', clearing baybayin fields.
2025-02-09 01:18:18,762 - WARNING - Invalid Baybayin data for word 'partido', clearing baybayin fields.
2025-02-09 01:18:18,764 - WARNING - Invalid Baybayin data for word 'asunto', clearing baybayin fields.
2025-02-09 01:18:18,778 - WARNING - Invalid Baybayin data for word 'taburete', clearing baybayin fields.
2025-02-09 01:18:18,781 - WARNING - Invalid Baybayin data for word 'almohada', clearing baybayin fields.
2025-02-09 01:18:18,783 - WARNING - Invalid Baybayin data for word 'entrega', clearing baybayin fields.
2025-02-09 01:18:18,807 - WARNING - Invalid Baybayin data for word 'sirena', clearing baybayin fields.
2025-02-09 01:18:18,812 - WARNING - Invalid Baybayin data for word 'aparador', clearing baybayin fields.
2025-02-09 01:18:18,815 - WARNING - Invalid Baybayin data for word 'estante', clearing baybayin fields.
2025-02-09 01:18:18,823 - WARNING - Invalid Baybayin data for word 'hilera', clearing baybayin fields.
2025-02-09 01:18:18,826 - WARNING - Invalid Baybayin data for word 'ministro', clearing baybayin fields.
2025-02-09 01:18:18,872 - WARNING - Invalid Baybayin data for word 'solapa', clearing baybayin fields.
2025-02-09 01:18:18,874 - WARNING - Invalid Baybayin data for word 'ine', clearing baybayin fields.
2025-02-09 01:18:18,881 - WARNING - Invalid Baybayin data for word 'parada', clearing baybayin fields.
2025-02-09 01:18:18,886 - WARNING - Invalid Baybayin data for word 'parada', clearing baybayin fields.
2025-02-09 01:18:18,892 - WARNING - Invalid Baybayin data for word 'parlamento', clearing baybayin fields.
2025-02-09 01:18:18,894 - WARNING - Invalid Baybayin data for word 'sorpresa', clearing baybayin fields.
2025-02-09 01:18:18,897 - WARNING - Invalid Baybayin data for word 'realidad', clearing baybayin fields.
2025-02-09 01:18:18,913 - WARNING - Invalid Baybayin data for word 'legalidad', clearing baybayin fields.
2025-02-09 01:18:18,917 - WARNING - Invalid Baybayin data for word 'babero', clearing baybayin fields.
2025-02-09 01:18:18,921 - WARNING - Invalid Baybayin data for word 'ops', clearing baybayin fields.
2025-02-09 01:18:18,925 - WARNING - Invalid Baybayin data for word 'tenis', clearing baybayin fields.
2025-02-09 01:18:18,928 - WARNING - Invalid Baybayin data for word 'empleado', clearing baybayin fields.
2025-02-09 01:18:18,932 - WARNING - Invalid Baybayin data for word 'mausoleo', clearing baybayin fields.
2025-02-09 01:18:18,934 - WARNING - Invalid Baybayin data for word 'entrada', clearing baybayin fields.
2025-02-09 01:18:18,952 - WARNING - Invalid Baybayin data for word 'Eden', clearing baybayin fields.
2025-02-09 01:18:18,954 - WARNING - Invalid Baybayin data for word 'optimismo', clearing baybayin fields.
2025-02-09 01:18:18,957 - WARNING - Invalid Baybayin data for word 'delegado', clearing baybayin fields.
2025-02-09 01:18:18,962 - WARNING - Invalid Baybayin data for word 'Londres', clearing baybayin fields.
2025-02-09 01:18:18,967 - WARNING - Invalid Baybayin data for word 'senado', clearing baybayin fields.
2025-02-09 01:18:18,970 - WARNING - Invalid Baybayin data for word 'respeto', clearing baybayin fields.
2025-02-09 01:18:18,973 - WARNING - Invalid Baybayin data for word 'ito', clearing baybayin fields.
2025-02-09 01:18:18,990 - WARNING - Invalid Baybayin data for word 'ito', clearing baybayin fields.
2025-02-09 01:18:19,108 - WARNING - Invalid Baybayin data for word 'mandato', clearing baybayin fields.
2025-02-09 01:18:19,111 - WARNING - Invalid Baybayin data for word 'retirada', clearing baybayin fields.
2025-02-09 01:18:19,115 - WARNING - Invalid Baybayin data for word 'retirada', clearing baybayin fields.
2025-02-09 01:18:19,122 - WARNING - Invalid Baybayin data for word 'alambre', clearing baybayin fields.
2025-02-09 01:18:19,128 - WARNING - Invalid Baybayin data for word 'adepto', clearing baybayin fields.
2025-02-09 01:18:19,131 - WARNING - Invalid Baybayin data for word 'adepto', clearing baybayin fields.
2025-02-09 01:18:19,135 - WARNING - Invalid Baybayin data for word 'candidato', clearing baybayin fields.
2025-02-09 01:18:19,137 - WARNING - Invalid Baybayin data for word 'regla', clearing baybayin fields.
2025-02-09 01:18:19,156 - WARNING - Invalid Baybayin data for word 'absolutismo', clearing baybayin fields.
2025-02-09 01:18:19,159 - WARNING - Invalid Baybayin data for word 'postura', clearing baybayin fields.
2025-02-09 01:18:19,163 - WARNING - Invalid Baybayin data for word 'postura', clearing baybayin fields.
2025-02-09 01:18:19,167 - WARNING - Invalid Baybayin data for word 'turista', clearing baybayin fields.
2025-02-09 01:18:19,170 - WARNING - Invalid Baybayin data for word 'milagro', clearing baybayin fields.
2025-02-09 01:18:19,174 - WARNING - Invalid Baybayin data for word 'golpe', clearing baybayin fields.
2025-02-09 01:18:19,180 - WARNING - Invalid Baybayin data for word 'argumento', clearing baybayin fields.
2025-02-09 01:18:19,191 - WARNING - Invalid Baybayin data for word 'traidor', clearing baybayin fields.
2025-02-09 01:18:19,194 - WARNING - Invalid Baybayin data for word 'traidor', clearing baybayin fields.
2025-02-09 01:18:19,199 - WARNING - Invalid Baybayin data for word 'tono', clearing baybayin fields.
2025-02-09 01:18:19,213 - WARNING - Invalid Baybayin data for word 'uo', clearing baybayin fields.
2025-02-09 01:18:19,216 - WARNING - Invalid Baybayin data for word 'luto', clearing baybayin fields.
2025-02-09 01:18:19,247 - WARNING - Invalid Baybayin data for word 'luto', clearing baybayin fields.
2025-02-09 01:18:19,253 - WARNING - Invalid Baybayin data for word 'luto', clearing baybayin fields.
2025-02-09 01:18:19,258 - WARNING - Invalid Baybayin data for word 'luto', clearing baybayin fields.
2025-02-09 01:18:19,264 - WARNING - Invalid Baybayin data for word 'luto', clearing baybayin fields.
2025-02-09 01:18:19,272 - WARNING - Invalid Baybayin data for word 'señor', clearing baybayin fields.
2025-02-09 01:18:19,274 - WARNING - Invalid Baybayin data for word 'chico', clearing baybayin fields.
2025-02-09 01:18:19,276 - WARNING - Invalid Baybayin data for word 'Nicole', clearing baybayin fields.
2025-02-09 01:18:19,342 - WARNING - Invalid Baybayin data for word 'insulto', clearing baybayin fields.
2025-02-09 01:18:19,344 - WARNING - Invalid Baybayin data for word 'estilo', clearing baybayin fields.
2025-02-09 01:18:19,362 - WARNING - Invalid Baybayin data for word 'departamento', clearing baybayin fields.
2025-02-09 01:18:19,365 - WARNING - Invalid Baybayin data for word 'testigo', clearing baybayin fields.
2025-02-09 01:18:19,372 - WARNING - Invalid Baybayin data for word 'inodoro', clearing baybayin fields.
2025-02-09 01:18:19,385 - WARNING - Invalid Baybayin data for word 'juts', clearing baybayin fields.
2025-02-09 01:18:19,387 - WARNING - Invalid Baybayin data for word 'juts', clearing baybayin fields.
2025-02-09 01:18:19,389 - WARNING - Invalid Baybayin data for word 'tropa', clearing baybayin fields.
2025-02-09 01:18:19,403 - WARNING - Invalid Baybayin data for word 'tesis', clearing baybayin fields.
2025-02-09 01:18:19,406 - WARNING - Invalid Baybayin data for word 'trono', clearing baybayin fields.
2025-02-09 01:18:19,410 - WARNING - Invalid Baybayin data for word 'turismo', clearing baybayin fields.
2025-02-09 01:18:19,413 - WARNING - Invalid Baybayin data for word 'sagrado', clearing baybayin fields.
2025-02-09 01:18:19,415 - WARNING - Invalid Baybayin data for word 'basar', clearing baybayin fields.
2025-02-09 01:18:19,418 - WARNING - Invalid Baybayin data for word 'signo', clearing baybayin fields.
2025-02-09 01:18:19,452 - WARNING - Invalid Baybayin data for word 'modelo', clearing baybayin fields.
2025-02-09 01:18:19,455 - WARNING - Invalid Baybayin data for word 'goma', clearing baybayin fields.
2025-02-09 01:18:19,461 - WARNING - Invalid Baybayin data for word 'goma', clearing baybayin fields.
2025-02-09 01:18:19,464 - WARNING - Invalid Baybayin data for word 'instrumento', clearing baybayin fields.
2025-02-09 01:18:19,467 - WARNING - Invalid Baybayin data for word 've', clearing baybayin fields.
2025-02-09 01:18:19,470 - WARNING - Invalid Baybayin data for word 'gambol', clearing baybayin fields.
2025-02-09 01:18:19,474 - WARNING - Invalid Baybayin data for word 'gambol', clearing baybayin fields.
2025-02-09 01:18:19,512 - WARNING - Invalid Baybayin data for word 'pintor', clearing baybayin fields.
2025-02-09 01:18:19,515 - WARNING - Invalid Baybayin data for word 'trenta', clearing baybayin fields.
2025-02-09 01:18:19,517 - WARNING - Invalid Baybayin data for word 'sistema', clearing baybayin fields.
2025-02-09 01:18:19,527 - WARNING - Invalid Baybayin data for word 'bomba', clearing baybayin fields.
2025-02-09 01:18:19,544 - WARNING - Invalid Baybayin data for word 'bomba', clearing baybayin fields.
2025-02-09 01:18:19,548 - WARNING - Invalid Baybayin data for word 'Miguel', clearing baybayin fields.
2025-02-09 01:18:19,550 - WARNING - Invalid Baybayin data for word 'transporte', clearing baybayin fields.
2025-02-09 01:18:19,556 - WARNING - Invalid Baybayin data for word 'laot', clearing baybayin fields.
2025-02-09 01:18:19,563 - WARNING - Invalid Baybayin data for word 'militar', clearing baybayin fields.
2025-02-09 01:18:19,565 - WARNING - Invalid Baybayin data for word 'militar', clearing baybayin fields.
2025-02-09 01:18:19,567 - WARNING - Invalid Baybayin data for word 'bulgar', clearing baybayin fields.
2025-02-09 01:18:19,573 - WARNING - Invalid Baybayin data for word 'bulgar', clearing baybayin fields.
2025-02-09 01:18:19,619 - WARNING - Invalid Baybayin data for word 'ari', clearing baybayin fields.
2025-02-09 01:18:19,640 - WARNING - Invalid Baybayin data for word 'ari', clearing baybayin fields.
2025-02-09 01:18:19,642 - WARNING - Invalid Baybayin data for word 'ari', clearing baybayin fields.
2025-02-09 01:18:19,644 - WARNING - Invalid Baybayin data for word 'ari', clearing baybayin fields.
2025-02-09 01:18:19,648 - WARNING - Invalid Baybayin data for word 'barbel', clearing baybayin fields.
2025-02-09 01:18:19,661 - WARNING - Invalid Baybayin data for word 'pots', clearing baybayin fields.
2025-02-09 01:18:19,671 - WARNING - Invalid Baybayin data for word 'di-pangkaraniwan', clearing baybayin fields.
2025-02-09 01:18:19,712 - WARNING - Invalid Baybayin data for word 'gota', clearing baybayin fields.
2025-02-09 01:18:19,743 - WARNING - Invalid Baybayin data for word 'doktor', clearing baybayin fields.
2025-02-09 01:18:19,763 - WARNING - Invalid Baybayin data for word 'lodi', clearing baybayin fields.
2025-02-09 01:18:19,776 - WARNING - Invalid Baybayin data for word 'kendo', clearing baybayin fields.
2025-02-09 01:18:19,778 - WARNING - Invalid Baybayin data for word 'saray', clearing baybayin fields.
2025-02-09 01:18:19,803 - WARNING - Invalid Baybayin data for word 'ipod', clearing baybayin fields.
2025-02-09 01:18:19,805 - WARNING - Invalid Baybayin data for word 'imposible', clearing baybayin fields.
2025-02-09 01:18:19,807 - WARNING - Invalid Baybayin data for word 'pinto', clearing baybayin fields.
2025-02-09 01:18:19,845 - WARNING - Invalid Baybayin data for word 'Amelia', clearing baybayin fields.
2025-02-09 01:18:19,849 - WARNING - Invalid Baybayin data for word 'mago', clearing baybayin fields.
2025-02-09 01:18:19,858 - WARNING - Invalid Baybayin data for word 'Julian', clearing baybayin fields.
2025-02-09 01:18:19,861 - WARNING - Invalid Baybayin data for word 'tiramisu', clearing baybayin fields.
2025-02-09 01:18:19,863 - WARNING - Invalid Baybayin data for word 'hache', clearing baybayin fields.
2025-02-09 01:18:19,866 - WARNING - Invalid Baybayin data for word 'menor', clearing baybayin fields.
2025-02-09 01:18:19,870 - WARNING - Invalid Baybayin data for word 'menor', clearing baybayin fields.
2025-02-09 01:18:19,903 - WARNING - Invalid Baybayin data for word 'embudo', clearing baybayin fields.
2025-02-09 01:18:19,905 - WARNING - Invalid Baybayin data for word 'harmonika', clearing baybayin fields.
2025-02-09 01:18:19,907 - WARNING - Invalid Baybayin data for word 'sharks', clearing baybayin fields.
2025-02-09 01:18:19,921 - WARNING - Invalid Baybayin data for word 'x', clearing baybayin fields.
2025-02-09 01:18:19,923 - WARNING - Invalid Baybayin data for word 'x', clearing baybayin fields.
2025-02-09 01:18:19,925 - WARNING - Invalid Baybayin data for word 'prostituta', clearing baybayin fields.
2025-02-09 01:18:19,930 - WARNING - Invalid Baybayin data for word 'salvage', clearing baybayin fields.
2025-02-09 01:18:19,932 - WARNING - Invalid Baybayin data for word 'elegante', clearing baybayin fields.
2025-02-09 01:18:19,935 - WARNING - Invalid Baybayin data for word 'mabolo', clearing baybayin fields.
2025-02-09 01:18:19,936 - WARNING - Invalid Baybayin data for word 'Tiu', clearing baybayin fields.
2025-02-09 01:18:19,939 - WARNING - Invalid Baybayin data for word 'kubo', clearing baybayin fields.
2025-02-09 01:18:19,946 - WARNING - Invalid Baybayin data for word 'kubo', clearing baybayin fields.
2025-02-09 01:18:19,954 - WARNING - Invalid Baybayin data for word 'tolerable', clearing baybayin fields.
2025-02-09 01:18:20,009 - WARNING - Invalid Baybayin data for word 'Jasmine', clearing baybayin fields.
2025-02-09 01:18:20,013 - WARNING - Invalid Baybayin data for word ''t', clearing baybayin fields.
2025-02-09 01:18:20,014 - WARNING - Invalid Baybayin data for word 'yare', clearing baybayin fields.
2025-02-09 01:18:20,160 - WARNING - Invalid Baybayin data for word 'tara', clearing baybayin fields.
2025-02-09 01:18:20,165 - WARNING - Invalid Baybayin data for word 'tara', clearing baybayin fields.
2025-02-09 01:18:20,167 - WARNING - Invalid Baybayin data for word 'tara', clearing baybayin fields.
2025-02-09 01:18:20,169 - WARNING - Invalid Baybayin data for word 'kaayo', clearing baybayin fields.
2025-02-09 01:18:20,172 - WARNING - Invalid Baybayin data for word 'Sugboanon', clearing baybayin fields.
2025-02-09 01:18:20,179 - WARNING - Invalid Baybayin data for word 'Sugboanon', clearing baybayin fields.
2025-02-09 01:18:20,190 - WARNING - Invalid Baybayin data for word 'tuod', clearing baybayin fields.
2025-02-09 01:18:20,197 - WARNING - Invalid Baybayin data for word 'tuod', clearing baybayin fields.
2025-02-09 01:18:20,242 - WARNING - Invalid Baybayin data for word 'okra', clearing baybayin fields.
2025-02-09 01:18:20,244 - WARNING - Invalid Baybayin data for word 'payong', clearing baybayin fields.
2025-02-09 01:18:20,304 - WARNING - Invalid Baybayin data for word 'bandera', clearing baybayin fields.
2025-02-09 01:18:20,306 - WARNING - Invalid Baybayin data for word 'buot', clearing baybayin fields.
2025-02-09 01:18:20,321 - WARNING - Invalid Baybayin data for word 'leeg', clearing baybayin fields.
2025-02-09 01:18:20,329 - WARNING - Invalid Baybayin data for word 'dhikr', clearing baybayin fields.
2025-02-09 01:18:20,333 - WARNING - Invalid Baybayin data for word 'lilo', clearing baybayin fields.
2025-02-09 01:18:20,335 - WARNING - Invalid Baybayin data for word 'lilo', clearing baybayin fields.
2025-02-09 01:18:20,336 - WARNING - Invalid Baybayin data for word 'cha', clearing baybayin fields.
2025-02-09 01:18:20,338 - WARNING - Invalid Baybayin data for word 'cha', clearing baybayin fields.
2025-02-09 01:18:20,342 - WARNING - Invalid Baybayin data for word 'pari', clearing baybayin fields.
2025-02-09 01:18:20,345 - WARNING - Invalid Baybayin data for word 'pari', clearing baybayin fields.
2025-02-09 01:18:20,349 - WARNING - Invalid Baybayin data for word 'dara', clearing baybayin fields.
2025-02-09 01:18:20,366 - WARNING - Invalid Baybayin data for word 'dara', clearing baybayin fields.
2025-02-09 01:18:20,369 - WARNING - Invalid Baybayin data for word 'dara', clearing baybayin fields.
2025-02-09 01:18:20,373 - WARNING - Invalid Baybayin data for word 'dara', clearing baybayin fields.
2025-02-09 01:18:20,375 - WARNING - Invalid Baybayin data for word 'adorable', clearing baybayin fields.
2025-02-09 01:18:20,378 - WARNING - Invalid Baybayin data for word 'tako', clearing baybayin fields.
2025-02-09 01:18:20,380 - WARNING - Invalid Baybayin data for word 'tako', clearing baybayin fields.
2025-02-09 01:18:20,382 - WARNING - Invalid Baybayin data for word 'latigo', clearing baybayin fields.
2025-02-09 01:18:20,392 - WARNING - Invalid Baybayin data for word 'tabo', clearing baybayin fields.
2025-02-09 01:18:20,402 - WARNING - Invalid Baybayin data for word 'adenoma', clearing baybayin fields.
2025-02-09 01:18:20,405 - WARNING - Invalid Baybayin data for word '-ista', clearing baybayin fields.
2025-02-09 01:18:20,424 - WARNING - Invalid Baybayin data for word 'garing', clearing baybayin fields.
2025-02-09 01:18:20,429 - WARNING - Invalid Baybayin data for word 'garing', clearing baybayin fields.
2025-02-09 01:18:20,432 - WARNING - Invalid Baybayin data for word 'obrero', clearing baybayin fields.
2025-02-09 01:18:20,456 - WARNING - Invalid Baybayin data for word 'obra', clearing baybayin fields.
2025-02-09 01:18:20,470 - WARNING - Invalid Baybayin data for word 'obra', clearing baybayin fields.
2025-02-09 01:18:20,472 - WARNING - Invalid Baybayin data for word 'obra', clearing baybayin fields.
2025-02-09 01:18:20,477 - WARNING - Invalid Baybayin data for word 'esgrima', clearing baybayin fields.
2025-02-09 01:18:20,478 - WARNING - Invalid Baybayin data for word 'Garcia', clearing baybayin fields.
2025-02-09 01:18:20,485 - WARNING - Invalid Baybayin data for word 'limonada', clearing baybayin fields.
2025-02-09 01:18:20,487 - WARNING - Invalid Baybayin data for word 'pobre', clearing baybayin fields.
2025-02-09 01:18:20,489 - WARNING - Invalid Baybayin data for word 'pobre', clearing baybayin fields.
2025-02-09 01:18:20,492 - WARNING - Invalid Baybayin data for word 'abrigo', clearing baybayin fields.
2025-02-09 01:18:20,500 - WARNING - Invalid Baybayin data for word 'Patty', clearing baybayin fields.
2025-02-09 01:18:20,502 - WARNING - Invalid Baybayin data for word 'Agnes', clearing baybayin fields.
2025-02-09 01:18:20,507 - WARNING - Invalid Baybayin data for word 'Gabrielle', clearing baybayin fields.
2025-02-09 01:18:20,509 - WARNING - Invalid Baybayin data for word 'Singh', clearing baybayin fields.
2025-02-09 01:18:20,527 - WARNING - Invalid Baybayin data for word 'Chen', clearing baybayin fields.
2025-02-09 01:18:20,533 - WARNING - Invalid Baybayin data for word 'Estonya', clearing baybayin fields.
2025-02-09 01:18:20,599 - WARNING - Invalid Baybayin data for word 'Yoshida', clearing baybayin fields.
2025-02-09 01:18:20,616 - WARNING - Invalid Baybayin data for word 'okey', clearing baybayin fields.
2025-02-09 01:18:20,620 - WARNING - Invalid Baybayin data for word 'okey', clearing baybayin fields.
2025-02-09 01:18:20,629 - WARNING - Invalid Baybayin data for word 'okey', clearing baybayin fields.
2025-02-09 01:18:20,640 - WARNING - Invalid Baybayin data for word 'gora', clearing baybayin fields.
2025-02-09 01:18:20,644 - WARNING - Invalid Baybayin data for word 'gora', clearing baybayin fields.
2025-02-09 01:18:20,648 - WARNING - Invalid Baybayin data for word 'dolar', clearing baybayin fields.
2025-02-09 01:18:20,649 - WARNING - Invalid Baybayin data for word 'grasa', clearing baybayin fields.
2025-02-09 01:18:20,679 - WARNING - Invalid Baybayin data for word 'tordo', clearing baybayin fields.
2025-02-09 01:18:20,681 - WARNING - Invalid Baybayin data for word 'organista', clearing baybayin fields.
2025-02-09 01:18:20,683 - WARNING - Invalid Baybayin data for word 'vigilante', clearing baybayin fields.
2025-02-09 01:18:20,688 - WARNING - Invalid Baybayin data for word 'Virgilio', clearing baybayin fields.
2025-02-09 01:18:20,692 - WARNING - Invalid Baybayin data for word 'administrador', clearing baybayin fields.
2025-02-09 01:18:20,694 - WARNING - Invalid Baybayin data for word 'pomelo', clearing baybayin fields.
2025-02-09 01:18:20,698 - WARNING - Invalid Baybayin data for word 'letra', clearing baybayin fields.
2025-02-09 01:18:20,731 - WARNING - Invalid Baybayin data for word 'dorado', clearing baybayin fields.
